TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE
2,-0.4719879518072289,-0.5,-0.5,-1.5354559949654212,25,3,1,-0.910957342529311,-0.8858272124651917
2,-0.2459839357429719,-0.5,0.0,0.0,28,4,14,0.42040624215525785,0.6704601076888755
7,0.14457831325301204,0.0,0.0,-0.4147577740036384,28,4,14,0.027053874726800008,0.574899473463755
2,-0.2961847389558233,-1.0,-0.5,-1.6726221416833185,28,4,9,-1.3547657364643868,-0.5465510954280739
7,3.0873493975903616,1.0,2.0,5.627665000302547,28,4,14,0.8921112875551872,1.1453722691006545
2,-0.20080421686746988,0.0,0.0,0.0,25,3,1,-0.9792799560449187,0.23842927824319005
7,-0.2751004016064257,0.0,0.18693042898421863,0.0,28,4,9,-1.0580124829260789,0.09215427854607318
12,14.031124497991968,2.5,4.0,0.0,28,4,12,0.23139091513214619,-0.4535668435762416
7,-0.37650602409638556,0.0,0.18693042898421863,-1.0792515514370074,28,4,0,1.4441526663442117,1.5427931016955836
2,-0.3514056224899598,-0.5,-0.5,-0.9024596290006064,28,4,16,-1.8416578941312565,-2.1007656348325567
2,0.1706827309236948,0.0,0.0,0.0,25,5,11,0.9492631491982726,-0.20201733786410714
0,-0.1757028112449799,-1.0,-0.5,0.0,25,5,11,0.502500374853732,-0.2062826160557994
0,-0.5773092369477911,-0.5,-0.5,0.0,25,7,13,-0.15876182409229056,0.8712071918493207
0,-0.7028112449799196,0.0,-0.5,-1.60962731874621,25,0,20,1.498509843816184,1.139578376943178
0,1.3805220883534137,0.0,0.5,0.010965303587464933,25,5,11,0.869119591982516,-0.24313161187388543
2,0.10040160642570281,-0.5,-0.5,0.0,25,5,11,0.08165401861854965,-0.5179645301780585
7,-0.18674698795180722,0.0,0.0,0.0,28,4,9,-1.0581733198518606,0.35416563802732404
7,-0.6124497991967871,0.0,0.18693042898421863,-0.6860419308457019,28,4,14,-0.18250979542229198,1.7909400809168774
7,1.2299196787148594,1.5,2.0,3.4706003374722068,28,4,16,-1.4668302903513444,-1.635054839039564
0,-0.5481927710843374,-0.5,0.0,-1.1524068296865524,28,4,0,2.103871515215285,0.6704601076888755
2,-0.040160642570281124,-0.5,0.0,-1.2357225632485345,25,3,1,-1.258320615375357,-0.5588453071677751
7,-0.1566265060240964,0.0,0.0,-0.8862029005007075,28,4,16,-1.287235900703387,-1.944111890474985
10,2.8363453815261046,0.5,1.0,0.7069564924893881,28,4,9,-0.23207950780592476,-0.5611001364414494
12,5.89859437751004,0.5,1.0,1.5807556493589556,28,4,12,0.8855774300318506,-0.24892451463712767
10,-0.14457831325301204,1.5,0.5,0.0,28,4,9,-0.5628674517987935,0.5828532130561342
10,-0.2961847389558233,-0.5,0.0,-0.5204265092529815,28,4,16,-0.9965556669720802,-2.038586169920693
2,0.8785140562248996,-0.5,0.0,-0.6139026981274003,25,3,1,-0.4320340271560825,-0.12611002908552935
0,-0.4879518072289157,-1.0,-0.5,-1.1168452360930237,25,3,1,-1.1076871385521474,-0.9589117797266374
7,-0.025100401606425703,0.0,0.0,-0.9756149072501517,28,4,9,-1.1597161730064114,0.18361882097966845
0,-0.6385542168674698,-1.0,-0.5,-1.5080227656218417,25,0,20,2.1940086348894656,0.4432140799402505
0,47.3644578313253,1.0,0.18693042898421863,0.0,25,5,11,0.6447680501622414,-0.22683925836357136
0,4.186746987951807,-0.5,0.0,0.0,25,5,11,0.6791244144683656,-0.22613777790943312
4,0.010040160642570281,1.0,0.0,-0.13636129844286915,28,4,16,-1.7789645730175234,-1.7262997359711143
7,0.17570180722891565,-0.5,0.0,-1.0020320910624874,25,5,11,0.7541748023681596,-0.056047071566025196
2,-0.25100401606425704,0.0,0.0,-1.3281827065917098,25,7,13,-0.13970892216976222,0.468891826381769
11,-0.4771586345381526,-1.0,-0.5,0.0,25,3,1,-0.6349623186016926,-0.4048589694456069
0,-0.44176706827309237,-1.0,-0.5,0.0,28,4,12,1.5746313372002911,0.02394544566848345
12,7.153614457831325,0.5,0.0,1.2322520321423722,28,4,12,0.20214597114070423,-0.6025893908350014
11,-0.5021084337349397,-0.5,0.0,-1.1016045531243683,25,0,20,2.185201387344499,0.41140208975301507
0,-0.6526104417670683,0.0,-0.5,0.0,25,3,1,-0.9269646090490193,-0.29015157958006943
10,0.0913644578313253,1.0,0.5,0.0,28,4,14,0.5437818524671016,0.650501059449204
10,1.0291164658634537,4.5,3.0,3.1149844015369177,28,4,9,-1.2181399011192404,-0.1704418128793554
2,39.33232931726908,1.0,2.0,5.388894300460281,25,5,11,0.012820377140168144,-0.7048729583266732
11,-0.5021084337349397,-0.5,0.0,-1.1016045531243683,25,0,20,2.185201387344499,0.41140208975301507
10,1.0291164658634537,4.5,3.0,3.1149844015369177,28,4,9,-1.2181399011192404,-0.1704418128793554
0,-0.6526104417670683,-1.0,-0.5,-1.4064182124974733,25,0,20,1.825873444183812,0.5723468365501244
11,0.025100401606425703,-0.5,-0.5,-1.4318193507785655,25,5,11,0.1506439342729114,-0.4711780594917956
7,-0.0963855421686747,0.5,0.0,0.0,28,4,14,-0.25634991397283907,2.023344809776923
12,5.190763052208835,1.5,1.0,1.8449274874823134,28,4,9,-0.31261888355531053,-0.5661450572253317
0,-0.3463855421686747,-0.5,-0.5,0.0,25,7,13,0.17022269309464294,0.9118376521183965
7,3.38855421686747,1.0,1.0,2.332629342479281,28,4,12,0.8465031825699753,-0.3125247495519409
12,0.3744979919678715,0.5,0.0,0.0,28,4,14,-0.014781976971120344,0.8449605437702505
7,1.0271084337349397,1.5,0.18693042898421863,1.51572873535936,28,4,9,-0.8623823095730654,-0.1740768469958827
0,-0.5421686746987951,-1.0,-0.5,-1.4572204890596574,25,3,1,-1.0796148212251637,-0.28726947441365236
10,0.024096385542168676,1.0,0.5,0.280217369367041,28,4,14,-1.3720676832021168,1.6499642763009401
7,-0.27710843373493976,0.0,0.0,-0.9491977234378158,28,4,0,1.5662324557505227,0.21583646276941404
0,-0.0963855421686747,-0.5,0.0,-0.4919772343781583,25,7,13,0.49702051250350004,2.232516585146527
0,-0.6275110441767068,-1.0,-0.5,0.0,25,7,13,0.553928267039378,1.6297281976986886
7,4.091365461847389,2.5,0.18693042898421863,6.92515514370073,28,4,0,2.0997832915135803,0.3909720898967043
10,-0.22590361445783133,0.5,0.0,-0.4635279595033352,28,4,0,2.075502619159876,1.0103120521227642
7,-0.22690763052208834,0.0,-0.5,-0.8577536256258843,28,4,14,-0.32087061632829644,1.4021230198726344
10,-0.22690763052208834,1.0,0.0,0.08513662736825382,28,4,9,-0.3502170814998837,0.2720182203285225
2,-0.10040160642570281,0.0,0.0,-1.0152406829686553,25,3,1,-1.1061232561037802,-0.19293074196695298
10,0.4718875502008032,0.0,0.0,0.4224637437411567,28,4,9,-1.1910040881613566,0.32846513552038226
10,-0.02621686746987952,0.0,0.0,-0.695186340626895,28,4,16,-1.9019112848605888,-2.6540407813095848
7,-0.2971887550200803,0.0,-0.5,-0.39037268125379,28,4,14,0.08067759018972016,1.8517670440222023
10,0.1757008032128514,0.0,0.18693042898421863,0.21925463749242002,28,4,16,-2.3125473480281378,-2.9352087903727533
11,-0.3273092369477912,-1.0,-0.5,-1.5943866357775547,25,5,11,1.1368640238245786,-0.06001751030032377
10,0.7279116465863453,4.5,2.5,0.82888195623863,28,4,16,-2.348475579594559,-2.852756639274917
0,-0.5080321285140562,-0.5,-0.5,0.0,25,7,13,0.10052669192922747,0.8441630920832469
4,-0.06626506024096386,0.0,1.0,-0.772405801001415,28,4,16,-1.8464088572221566,-1.9704653931226557
0,-0.5823293172690763,0.0,-0.5,-1.9550827993690623,25,5,11,0.3867719329840468,-0.28968755372264937
10,0.42570281124497994,1.0,0.5,-0.6464161551271982,28,4,9,-1.3641957993389007,-0.3594299475366332
2,-0.3714859437751004,-0.5,-0.5,-1.2651878836546013,25,8,19,-1.7597873361665717,-1.7633406742547906
0,-0.5080321285140562,-0.5,-0.5,0.0,25,7,13,0.10052669192922747,0.8441630920832469
10,0.17560240963855422,0.5,0.0,-0.16277848225520491,28,4,9,-1.186807499155007,-0.6689074914869557
7,-0.43172690763052207,-0.5,-0.5,-1.5425683136841268,28,4,16,-1.6172356296912063,-1.4778618748689425
2,-0.20582329317269077,-1.0,-0.5,-1.7823550590576362,25,5,11,0.7210606466589201,-0.3730895232069366
10,0.4718875502008032,0.5,0.18693042898421863,1.0971179764869625,28,4,16,-1.99963853860599,-2.507825145261612
2,0.024096385542168676,0.0,0.0,-0.958342133219009,25,3,1,-1.2527266842834917,-0.3323601235225733
0,8.20281124497992,1.0,1.0,3.368995784347838,25,5,11,0.34271972563535347,-0.4863949415581509
0,-0.1757028112449799,0.0,-0.5,0.0,25,3,1,-0.3471714460970637,-0.21314802208043776
2,2.178714859437751,-0.5,0.0,-0.7439565261265918,25,5,11,0.7547337392023498,-0.14139517934843585
2,-0.3313253012048193,-0.5,-0.5,-1.4064182124974733,25,7,13,-0.11036816043524446,1.0486530543229136
7,-0.15060240963855423,0.0,0.0,-0.977646998312639,28,4,16,-0.9868084929957234,-1.4289422703897163
2,0.1746987951807229,0.0,-0.5,-1.60962731874621,25,5,11,0.6561042017102658,-0.47935441276850144
2,1.430722891566265,-0.5,0.0,-0.8638498988133464,28,4,9,-0.36793081639510233,-0.4820970133593941
10,0.4759036144578313,3.0,1.0,1.560434738734082,28,4,0,1.2376756963449373,0.88920822906104
2,-0.39759036144578314,-1.0,-0.5,-1.5689854974964628,24,1,3,-1.582037438071547,-0.3165001352569898
7,-0.17570381526104417,0.0,0.0,0.0,28,4,14,-0.538704270249094,1.9857082562134747
12,10.210843373493976,2.0,2.0,6.92515514370073,28,4,12,0.8173380866976686,-0.391683207516006
12,1.2299196787148594,1.0,1.0,0.82888195623863,28,4,9,-0.6338433042458012,-0.17805223270079099
11,0.4759036144578313,0.5,0.0,-0.7398923440016171,25,5,11,1.0246979487574757,-0.07085038687669802
7,0.25100401606425704,1.5,0.0,0.01604553124368335,28,4,9,-1.1410203062453748,-0.17328137409720729
0,-0.6536144578313253,-1.0,-0.5,-1.4064182124974733,25,3,1,-1.3063036315623444,0.0702847101979055
7,0.36947791164658633,-0.5,0.0,-0.6768975210645087,28,4,16,-1.4863018245558612,-1.6797695183703363
7,4.186746987951807,0.5,1.0,0.0,28,4,9,-0.4897288560094986,-0.3513663851932314
12,11.721887550200803,3.0,0.18693042898421863,8.449223440566255,28,4,12,0.18631437048312596,-0.43854487215789867
7,0.07329317269076305,1.0,1.0,0.6541221248647165,28,4,9,-0.3721718922107399,0.4625290325866
10,0.464859437751004,1.0,0.5,-0.695186340626895,28,4,14,0.8070798847585379,1.2248493119817712
7,0.9287138554216867,0.5,1.0,0.4224637437411567,28,4,16,-1.3521604064044033,-1.5497067312571535
2,-0.25100401606425704,-0.5,0.0,-0.9461495868440848,25,7,13,-1.5027471150435456,1.1898208014044411
2,4.292168674698795,0.5,0.0,-0.001227242787459266,28,4,12,0.3032382527656287,-0.5627059231510512
2,1.179718875502008,-1.0,0.0,-0.8770584907195144,25,5,11,0.019941688683123477,-0.6605896548463971
0,-0.6576305220883534,-0.5,-0.5,-1.355615935935289,25,0,20,1.9068246080906055,0.6520217582616754
0,0.4718875502008032,-0.5,0.0,-0.08555902188068498,25,3,1,-0.13566290390240457,-0.5159204418588821
7,-0.07630522088353414,0.0,0.0,-0.8658819898758338,28,4,16,-0.9220950144667652,-1.5373363361677286
10,1.0271084337349397,0.0,1.0,1.4791510962345873,28,4,9,-1.2206847747460765,-0.5764446503535002
0,-0.3614457831325301,-0.5,0.0,0.0,25,5,11,0.45404967682590974,-0.2330595794007938
0,-0.5281134538152611,-0.5,-0.5,0.0,28,4,14,0.20012353235069993,2.0028326902060445
0,-0.617570281124498,-1.0,-0.5,-1.426739123122347,25,3,1,-1.452392609717154,0.08560448925620481
0,-0.28714859437751006,-1.0,-0.5,0.0,25,3,1,-0.8240597751187998,-0.19631150178632353
7,2.1586345381526106,0.0,0.0,0.0,28,4,9,-0.45571697930329697,-0.20788840276540121
10,1.2791164658634537,1.5,1.5,0.0,28,4,14,0.1894706525653701,0.8076772039192464
0,-0.6276104417670683,-1.0,-0.5,-1.2794125210920129,25,0,20,1.6983229179265478,0.42819507670447027
0,-0.03614457831325301,-0.5,-0.5,0.0,25,5,11,0.644457783184898,-0.11601128297035787
7,0.09437751004016064,0.0,0.0,-0.6291433810960556,28,4,9,-0.9197611680120685,-0.25937350628232136
7,-0.009438755020080321,0.0,0.0,0.0,28,4,9,-1.0126587512348644,0.020675497994369883
10,0.22590361445783133,0.5,1.0,1.1387758432679536,28,4,16,-2.2042744391145406,-2.6403159056252927
0,-0.5371495983935743,-1.0,-0.5,-1.375936846560163,25,0,20,1.8908333111947566,0.21508650200186646
0,3.2379518072289155,0.5,0.5,0.0,25,5,11,0.7753915883203241,-0.17840544641323525
12,6.9528112449799195,0.0,0.18693042898421863,1.2098990304550112,28,4,9,-0.9668476038894428,-0.5250792635291033
10,1.177710843373494,1.5,0.5,1.0239626982374173,28,4,9,-0.9447296748780257,-0.7692538252280515
2,0.4267068273092369,0.0,0.0,-0.9177003119692616,25,5,11,0.1890851002185308,-0.3888011023495889
2,-0.14558232931726908,-0.5,0.0,-1.144278465436603,25,7,13,0.9125318736904537,1.449793019537266
7,0.4759036144578313,0.5,0.0,0.0,28,4,9,-1.1346278939617513,-0.4292732595542328
10,0.07429718875502007,0.5,0.18693042898421863,0.0,28,4,14,-0.38677611320778166,1.1221887853178567
2,0.020080321285140562,0.0,0.0,0.0,25,7,13,-0.05344443627558802,1.1173763721598016
7,1.2781124497991967,1.0,1.0,-1.0,28,4,14,0.8967687142778717,1.2122068335002354
0,0.07429718875502007,-0.5,0.0,-0.8983954468756317,25,3,1,-1.0691102308039655,-0.9705569489022663
7,-0.06637751004016064,0.0,-0.5,0.0,28,4,14,0.6099417226405032,1.5490628924403091
0,-0.1757028112449799,-0.5,-0.5,0.0,25,5,11,0.964267751478583,-0.30230331856182413
0,-0.6586345381526104,-1.0,-0.5,-1.355615935935289,25,7,13,-0.04069041026846765,1.4139561739373376
10,0.5271084337349398,1.0,0.5,0.0,28,4,14,0.1634367436521693,0.6284177819641166
0,-0.13052208835341367,-0.5,0.0,0.0,25,7,13,0.4168609856639651,0.520277990483261
10,0.6767068273092369,1.0,0.0,0.09732917374317802,28,4,9,-0.3309702627165056,0.2816935057463703
11,-0.43172690763052207,0.0,0.18693042898421863,-1.8321412900885767,25,3,1,-0.1292955867419193,-0.4398864906287025
0,-0.6586345381526104,-1.0,-0.5,-1.355615935935289,25,7,13,-0.04069041026846765,1.4139561739373376
11,-0.43172690763052207,0.0,0.18693042898421863,-1.8321412900885767,25,3,1,-0.1292955867419193,-0.4398864906287025
0,-0.3815261044176707,-1.0,-0.5,0.0,2,10,11,0.39492898870146803,-0.29696553710887635
12,-0.3273092369477912,0.0,0.0,-0.7967908937512633,28,4,16,-0.92296535896581,-2.021409298038057
0,-0.37751004016064255,0.0,-0.5,0.0,25,5,11,0.4863413969076018,-0.20315118356297587
7,-0.17670682730923695,0.5,0.0,-1.0812836424994947,28,4,16,-1.6509132849842754,-1.8021071159404514
0,-0.4919678714859438,-1.0,-0.5,-1.4511242158721953,25,3,1,-0.9911431051794954,-0.8370391974083176
10,0.013052208835341365,2.5,1.0,0.0,28,4,14,-0.29842873209053666,1.4808659322925481
2,0.6726907630522089,-0.5,0.0,-1.1036366441868557,25,3,1,-0.13540054579655855,-0.47097622308470466
10,0.15562248995983935,0.5,1.0,0.8979730523632005,28,4,0,1.1256955533268356,0.9440513363316262
7,-0.13755020080321284,0.0,0.0,-0.8536894435009096,28,4,9,-1.5614548743231496,-0.5216895991624666
10,-0.1465863453815261,1.5,0.5,0.0,28,4,9,-0.8489758103636202,0.4367384952117775
11,0.17559036144578313,0.5,0.0,-0.28876812812942165,28,4,14,0.6380014924059175,1.349400184271089
0,-0.45180722891566266,-1.0,-0.5,-1.7112318718705783,25,5,11,0.5006992294226571,-0.2519906471158221
7,0.023819277108433734,-0.5,0.0,0.0,28,4,14,0.4207324787564607,0.3229116661420458
12,0.7730923694779116,0.0,3.0,0.0,28,4,12,1.263651430199932,-0.06969378511226534
2,-0.2580321285140562,-0.5,0.0,-0.9461495868440848,25,7,13,-1.4991220104330365,1.1924229080257154
10,0.3293172690763052,0.5,0.18693042898421863,1.8246065768574398,28,4,16,-2.3536440342800176,-3.0812898688159516
10,1.5803212851405624,3.5,1.5,0.0,28,4,14,0.6293003287907355,1.689754740934447
0,-0.4779116465863454,-1.0,-0.5,-1.4064182124974733,28,4,9,-0.8943238386177653,-0.3137050967760313
10,2.1837248995983938,1.0,2.0,1.43850927498484,28,4,9,-0.5258715368102684,-0.4767424122057265
12,0.07429718875502007,0.0,0.0,-0.7967908937512633,28,4,14,0.25754915897385144,0.385725332705731
0,-0.6586345381526104,-1.0,-0.5,0.0,25,7,13,0.7037598406086203,0.32519221966370604
7,-0.3765070281124498,0.5,0.5,-0.9827272259688574,28,4,16,-0.9276615690607132,-1.7744169417927271
6,0.0617921686746988,1.5,1.0,-0.06930229338078606,28,4,14,-0.48281172751410195,0.8172456347686342
12,-0.3313253012048193,0.0,0.0,-0.9187163575005053,28,4,16,-0.8507107959245592,-1.7175614068157945
7,-0.07630522088353414,0.5,0.5,-0.034756745318500815,28,4,16,-0.9857385281987593,-2.0317781487568705
7,0.050200803212851405,0.5,0.5,-0.05609370147461817,28,4,14,0.3791304679790388,2.3463008702676937
10,0.8082329317269076,4.0,2.0,0.0,28,4,14,0.3215611147413952,0.5670842490526657
2,0.024096385542168676,-0.5,-0.5,-1.487701854996968,25,5,11,0.5384035112969339,-0.4054812983675995
11,-0.7178714859437751,-1.0,-0.5,-1.5588250421840257,25,0,20,2.1940086348894656,0.4432140799402505
11,-0.527109437751004,-0.5,-0.5,-1.5588250421840257,25,3,1,-0.6448429530058327,0.6450069537200119
0,-0.4919678714859438,0.0,0.0,0.0,25,7,13,0.7568018054889912,1.5733406461558326
0,-0.27710843373493976,0.0,-0.5,-1.0,25,3,1,-0.8942394277489906,-0.8660759369975959
0,-0.3815261044176707,0.0,0.0,-0.9491977234378158,28,4,9,-1.4490880382706972,-0.4204458849251263
4,-0.3674698795180723,-0.5,-0.5,-1.0121925463749242,28,4,16,-2.4208578996265238,-2.924918101791991
7,-0.42670883534136544,0.5,0.0,-0.9471656323753285,28,4,16,-1.1071430306543866,-1.40605065788189
2,8.709839357429718,0.5,1.0,1.4943917792032426,25,3,1,-0.10955485030705694,-0.45732357317347977
11,0.1746987951807229,0.5,0.0,-0.2308535328485317,28,4,9,-1.0200367174465963,-0.929798856787495
7,-0.1757028112449799,0.5,0.0,-0.7134751601892813,28,4,9,-0.7287964061936693,-0.023804694922387435
7,0.055220883534136546,0.0,1.0,-0.08555902188068498,28,4,16,-1.8583290407275905,-2.2301081430026937
7,0.5271084337349398,1.0,0.5,-0.10384784144307128,28,4,14,0.1617051801535207,1.594931205353092
2,-0.22690763052208834,-0.5,0.0,0.0,25,7,13,0.4280887719073446,1.0602992128926363
0,-0.6024096385542169,-1.0,-0.5,0.0,25,7,13,0.5956990995545115,1.5633537015798713
0,-0.607429718875502,0.0,-0.5,0.0,25,5,11,1.6522380056011412,0.09284091808796045
0,-0.5381526104417671,0.0,-0.5,0.0,25,0,20,1.6212192926765416,0.7482512229340103
11,-0.47690763052208834,-1.0,-0.5,0.0,25,5,11,1.0914954631968536,0.036536475654047273
7,0.5271084337349398,1.0,0.5,-0.10384784144307128,28,4,14,0.1617051801535207,1.594931205353092
7,0.055220883534136546,0.0,1.0,-0.08555902188068498,28,4,16,-1.8583290407275905,-2.2301081430026937
7,-0.1054226907630522,0.0,0.0,0.0,28,4,14,0.45990140327398177,0.8105731606038206
2,0.2761044176706827,-0.5,-0.5,-1.3993058937787675,25,3,1,-0.04930145957780549,-0.21042224119012434
0,-0.5682730923694779,-0.5,-0.5,-1.2540113828109207,28,4,0,1.2620886884389948,0.18420849989459645
10,0.8785130522088354,1.5,0.5,0.5789347555526839,28,4,9,-0.3768612581810624,0.26654884945308205
7,-0.1566265060240964,0.5,0.0,0.0,28,4,14,-0.4705242426605484,2.06382488213488
7,2.5853413654618476,1.5,2.0,4.171671754030348,28,4,0,2.0843828706995597,0.3798176602207159
2,-0.27710843373493976,0.0,0.0,0.0,25,7,13,-0.4742942145729797,0.9064128039798495
8,-0.5773092369477911,0.0,0.18693042898421863,0.0,28,4,0,1.4954071740425068,0.7242069662384079
0,-0.5281124497991968,0.0,-0.5,0.0,25,5,11,1.7984353490605145,0.22493394200230324
7,0.464859437751004,1.0,0.18693042898421863,0.0,28,4,14,0.8491119346921683,1.1952713737908336
2,2.5301204819277108,-0.5,0.0,-0.31416926641051374,25,5,11,0.05950300967198347,-0.6579568770063865
10,0.3744979919678715,1.5,1.5,0.0,28,4,14,-0.37714072659819803,1.9023557564368312
7,0.07318072289156627,0.0,0.0,-0.939037268125379,28,4,14,0.17181509272843878,0.465653539320345
7,-0.25100401606425704,0.5,0.0,-0.5895176053775519,28,4,9,-0.4588550103868214,0.6658010506243615
0,-0.5973895582329317,-1.0,-0.5,0.0,25,7,13,0.6027713615386203,1.9311115080868728
0,-0.050200803212851405,-1.0,-0.5,0.0,25,5,11,0.8020642821869315,-0.392272886430934
8,-0.5773092369477911,0.0,0.18693042898421863,0.0,28,4,0,1.4954071740425068,0.7242069662384079
2,2.5301204819277108,-0.5,0.0,-0.31416926641051374,25,5,11,0.05950300967198347,-0.6579568770063865
7,2.5853413654618476,1.5,2.0,4.171671754030348,28,4,0,2.0843828706995597,0.3798176602207159
7,-0.25100401606425704,0.5,0.0,-0.5895176053775519,28,4,9,-0.4588550103868214,0.6658010506243615
7,0.07318072289156627,0.0,0.0,-0.939037268125379,28,4,14,0.17181509272843878,0.465653539320345
10,0.3744979919678715,1.5,1.5,0.0,28,4,14,-0.37714072659819803,1.9023557564368312
7,0.464859437751004,1.0,0.18693042898421863,0.0,28,4,14,0.8491119346921683,1.1952713737908336
7,1.2801204819277108,0.5,0.5,1.3490972682353959,28,4,14,0.949563149988826,1.2588795238591004
0,-0.5973895582329317,-1.0,-0.5,0.0,25,7,13,0.6027713615386203,1.9311115080868728
7,0.2560240963855422,1.5,0.5,1.43850927498484,28,4,16,-1.1769325681879366,-1.8733711979610004
2,-0.44790361445783133,-1.0,-0.5,-1.4897339460594554,25,8,19,-1.0693828550966016,-1.6752865734650677
2,-0.07530120481927711,0.0,0.0,-1.1757758769051572,25,5,11,0.8977006558974132,0.011748194555741446
0,-0.050200803212851405,-1.0,-0.5,0.0,25,5,11,0.8020642821869315,-0.392272886430934
0,6.696787148594377,1.5,1.0,0.0,25,5,11,0.6944951774095276,-0.16734401978769026
7,-0.12661847389558234,0.0,0.0,-0.756149072501516,28,4,16,-1.62838927125252,-1.7590971627344278
2,0.025100401606425703,-1.0,-0.5,-1.5832101349338743,25,3,1,0.20512772804816737,-0.11855897291309753
12,2.1837339357429717,0.5,0.5,0.6256728499898934,28,4,9,-0.4627025490436899,-0.20564148864504
10,0.32630421686746985,1.5,0.5,0.0,28,4,14,0.20273570653518327,2.335168207263035
12,1.2048192771084338,-0.5,0.0,-0.695186340626895,28,4,9,-0.4404682699156981,-0.7013418105961837
12,1.8775100401606426,0.0,0.0,-0.23796585156723749,28,4,9,-0.008023404026645205,-0.007448030792178638
0,-0.6350401606425703,-1.0,-0.5,0.0,25,0,20,1.8691294517156074,0.2428954034478794
0,-0.43172690763052207,-1.0,-0.5,-1.660429595308394,25,5,11,0.8274331703361574,-0.3337630844308498
10,0.37650602409638556,2.0,0.18693042898421863,0.0,28,4,9,-1.0255998499782537,0.2770008092808384
0,-0.12650602409638553,-0.5,-0.5,-1.4064182124974733,25,5,11,0.8604229911169734,-0.2544888673510586
10,-0.17670682730923695,0.5,0.0,0.0,28,4,14,-1.3320523686214212,1.4168313533446764
7,-0.13654618473895583,0.0,0.0,-0.7114430691267939,28,4,16,-0.9458578147331961,-1.9202368201795494
0,1.0742971887550201,0.0,0.0,0.0,25,3,1,-0.49492924994259496,-0.3918246908797181
2,-0.1576305220883534,-0.5,0.0,0.0,25,7,13,-0.10953203655877888,1.0556925937183288
2,1.7319277108433735,0.0,0.0,-0.669785202345803,25,5,11,0.5579628784325157,-0.4848049851550345
12,4.693775100401607,2.5,2.0,3.800815135126404,28,4,12,1.0487356546913216,-0.03195334516291964
7,0.858433734939759,-1.0,-0.5,1.3734823609852442,28,4,12,1.1908869798834183,-0.04425052508504298
2,-0.02610441767068273,-1.0,-0.5,-1.5242794941217406,25,5,11,0.3650760583168274,-0.36694439612534396
7,-0.14558232931726908,0.0,0.0,0.01604553124368335,28,4,16,-1.8399251899451776,-2.152504023252399
0,0.8283132530120482,-1.0,0.0,-1.2032091062487367,25,5,11,0.27786822392897276,-0.6553666431150816
2,5.948795180722891,0.0,0.5,0.82888195623863,25,5,11,0.3809475830339733,-0.6344498613357868
7,-0.2459839357429719,1.5,0.5,0.7679192243640091,28,4,9,-0.6075014097300361,0.30085807048146024
12,-0.12550200803212852,0.5,0.0,0.08310453630576645,28,4,9,-0.8121452950505164,0.16567022165801498
7,-0.2761044176706827,0.0,0.0,-0.7866304384388265,28,4,16,-1.4372294518858408,-1.543238072287759
12,-0.5120481927710844,0.0,0.0,-0.8536894435009096,28,4,16,-0.8877637452838604,-2.1029056943844577
2,0.8734939759036144,-0.5,0.0,-1.0843317790932256,25,3,1,0.031248182358289214,-0.021457851992504284
0,-0.44176706827309237,-0.5,-0.5,0.0,25,3,1,-0.7400903523071848,-0.6638694964621519
12,1.179718875502008,1.0,0.5,0.8532670489884784,28,4,12,1.071640658020358,-0.09389139790154934
0,-0.5773102409638554,-0.5,-0.5,-1.4572204890596574,25,3,1,-1.1292153321690854,0.23653557783513252
7,-0.07630522088353414,0.0,0.0,0.0,28,4,0,1.2228729957374065,0.9315978321333992
7,-0.607429718875502,0.0,0.18693042898421863,-0.800855075876238,28,4,9,-0.9794978273415577,0.0754740825280626
0,-0.5572289156626506,-1.0,-0.5,0.0,25,7,13,0.7430314269936358,1.5715221397034047
7,0.17369477911646586,0.5,0.0,0.0,28,4,14,0.5146452737802236,1.7239749164891789
10,0.32630522088353414,4.5,2.0,1.9719331788877739,28,4,9,-0.12821421507081623,0.14149041796354458
7,-0.02510140562248996,1.0,1.0,0.10545753799312749,28,4,16,-1.8199129699051904,-2.186087028972747
0,-0.43172690763052207,0.0,-0.5,0.0,25,5,11,0.2285814020246038,-0.5649558054539751
2,1.9829317269076305,-0.5,0.0,-1.0121925463749242,25,5,11,0.8894728775601355,-0.23708839239000232
0,-0.4971004016064257,0.0,-0.5,0.0,25,7,13,0.7399960577775248,1.586505524749839
0,-0.5160642570281124,-1.0,-0.5,-1.426739123122347,25,3,1,-1.5809857242733028,-0.24915009650387634
2,-0.17670682730923695,0.0,0.0,-1.4023540303724986,25,3,1,-0.1262009017801718,0.13215845231664047
0,-0.6686746987951807,-1.0,-0.5,-1.4064182124974733,25,0,20,1.7740394672777466,0.35826172981898996
7,0.32429718875502006,0.0,0.0,-0.29892858344185846,28,4,9,-1.153894104431198,-0.9189659802111206
0,-0.1566265060240964,0.0,0.0,-0.7155072512517686,28,4,9,-1.4229434826780722,0.020421223697072527
0,-0.5220883534136547,-1.0,-0.5,-1.4572204890596574,25,3,1,-0.9068463050792475,-0.9420594291260378
0,-0.22690763052208834,0.0,0.0,0.0,25,7,13,0.7950912600081077,1.6341943229032372
7,0.5522088353413654,0.0,0.0,-0.22780539625480065,28,4,9,-0.618209042511363,-0.4277179319463686
